name_song,lyric,label
Và Con Tim Đã Vui Trở Lại," Tìm một con đường, tìm một lối đi Ngày qua ngày, đời nhiều vấn nghi Lạc loài niềm tin sống không ngày mai Sống quên không ai cần ai Cứ vui, cho trọn hôm nay Rồi cuộc vui tàn, mọi người bước đi Một mình tôi về, nhiều lần ướt mi Trời tình yêu đến, trong ngày nắng mai Xóa tan màn đêm mù tối Cho tôi biến đổi, tâm hồn thành một người mới Và con tim đã vui trở lại Tình yêu đến, cho tôi ngày mai Tình yêu chiếu ánh sáng vào đời Tôi hy vọng yêu con yêu rồi Và con tim đã vui trở lại Và niềm tin đã dâng về người Trọn tâm hồn, nguyện yêu mãi Và con tim đã vui trở lại Và bây giờ, ngày buồn đã qua Nhiều lỗi lầm, còn được thư thoa Và tình yêu đến, trong ngày nắng mai Xóa tan màn đêm mù tối Cho tôi biến đổi, tâm hồn thành một người mới Và con tim đã vui trở lại Tình yêu đến, cho tôi ngày mai Tình yêu chiếu ánh sáng vào đời Tôi hy vọng yêu con yêu rồi Và con tim đã vui trở lại Và niềm tin đã dâng về người Trọn tâm hồn, nguyện yêu mãi Riêng người mơ thôi Dẫu như tôi phải đi qua vực sâu tôi Tôi vẫn không sợ hãi gì Vì người gần bên tôi mãi Và con tim đã vui trở lại Tình yêu đến, cho tôi ngày mai Tình yêu chiếu ánh sáng vào đời Tôi hy vọng yêu con yêu rồi Và con tim đã vui trở lại Và niềm tin đã dâng về người Trọn tâm hồn, nguyện yêu mãi Riêng người mơ thôi Và con tim đã vui trở lại Tình yêu đến, cho tôi ngày mai Tình yêu chiếu ánh sáng vào đời Tôi hy vọng được ơn cứu dối Và con tim đã vui trở lại Và niềm tin đã dâng về người Trọn tâm hồn, nguyện yêu mãi Riêng người mơ thôi Và con tim đã vui trở lại Tình yêu đến, cho tôi ngày mai Tình yêu chiếu ánh sáng vào đời Tôi hy vọng được ơn cứu dối Và con tim đã vui trở lại Và niềm tin đã dâng về người Trọn tâm hồn, nguyện yêu mãi Riêng người mơ thôi",vui 
Những Ân Tình Xưa,"Buồn lắm em hỡi những trâu rơi trên mây người, em ra đi nơi đây còn tinh si Buồn lắm em hỡi lứa đôi xa tầm tay với, cuộc đời này còn chi em ơi Sợ lắm anh có biết những đêm thâu tình ta thiết, môi hôn nào còn đau tình ren riết Sợ lắm anh có biết nỗi cô đơn giờ ngập lòng, nhưng duyên ta ngăn cháy đôi dấu Đừng khóc em hỡi áng mây trôi qua lưng trời, nhìn quanh ta ngàn tiếng nắng xa người Mà có ai thấu những ân tình người che giấu, ta quên nhau quên có được bao lâu Hương hợt mưa tuyết nghe lạnh bút xa, xa xa lối em tình ơi yêu quảnh nhớ bao ngày xưa bên đường Anh ở đây chờ em suốt đời, ngày xuôi tay mong gặp lại em phút giây Đừng đợi em mãi ai chẳng ước mơ, hai ơi biết sao ngày mai đổi thay với ai duyên sâu an bà Ân tình xưa đâu chỉ một ngày, lòng yêu em thời gian càng thêm đong đầy Buồn lắm em hỡi những trâu rơi trên mây người, em ra đi nơi đây còn tình si Buồn lắm em hỡi lứa đôi xa tầm tay vơi, cuộc đời này còn chi em ơi Sợ lắm anh có biết những đêm thâu tình tha thiết, môi hôn nào còn đau tình rén riết Sợ lắm anh có biết nỗi cô đơn ra ngập lòng, nhân duyên ta ngăn cháy đôi gió Đừng khóc em hỡi áng mây trôi qua lưng trời, nhìn quanh ta ngàn tiếng nắng xa người Mà có ai thấu những ân tình người che giấu, ta quên nhau quên khó được bao lâu Từng hạt mưa tiết nghe lạnh bút ra, xóa xa lối em tình ấy hiểu quả nhớ bao ngày xưa bên người Anh nơi đây chờ em suốt đời, ngày xuôi tay mong gặp lại em phút giây Đừng đợi êm ái ơi chẳng ước muốn, hỡi ơi biết sao ngày mai đổi thay với ai dần sâu ai mà Ân tình xưa đâu chỉ một ngày, lòng yêu em thời gian càng thêm đong đầy Từng hạt mưa tiết nghe lạnh bút ra, xóa xa lối em tình ấy hiểu quả nhớ bao ngày xưa bên người Anh nơi đây chờ em suốt đời, ngày xuôi tay mong gặp lại em phút giây Đừng đợi êm ái ơi chẳng ước muốn, hỡi ơi biết sao ngày mai đổi thay với ai dần sâu ai mà Ân tình xưa đâu chỉ một ngày, lòng yêu em thời gian càng thêm đong đầy Ân tình xưa đâu chỉ một ngày, lòng yêu em thời gian càng thêm đong đầy Ân tình xưa đâu chỉ một ngày, lòng yêu em thời gian càng thêm đong đầy Hạnh Phúc Máu",nhớ nhung
Anh Không Là Gì Cả,"Tình là chi , yêu là gì đấy , có mấy ai êm ái hay sầu bi , tình là chi phải vương lụy một khi , dứt không đành buông thì chẳng xong . Chỉ mong em thấu hiểu tình anh , còn yêu còn thương, hãy cho nhau cơ hội, hai đối phương hãy chọn một trong hai , là tương lai hay hủy hoại trong tay.
Đk Này em ơi anh không là gì cả, chẳng đô la. hay gấm vóc vòng hoa ,
anh biết yêu , cố gắng cũng rời xa , hãy nhớ rằng từng có anh trong đời .
Có ai yêu là phải thuộc về nhau, nếu hết yêu cố giữ lại càng đau , làm khổ nhau , quá khứ rồi cũng qua , cố giả vờ quên rồi VẬY là xong . Chuyện hợp tan , ai ngờ được đâu , nói thế nào cũng không thể thuyết phục, đường anh đi thiếu vắng bóng hình em , bởi hiện tại thua CUỘC người ta . Này em ơi anh không là gì cả, chẳng đô la. hay gấm vóc vòng hoa ,
anh biết yêu , cố gắng cũng rời xa , hãy nhớ rằng từng có anh trong đời .
Có ai yêu là phải thuộc về nhau, nếu hết yêu cố giữ lại càng đau ,
làm khổ nhau , quá khứ rồi cũng qua , cố giả vờ quên rồi VẬY là xong .",buồn 
Chuyện Chàng Trai Năm Ấy,"Chuyện chàng trai năm ấy, yêu thật là giản đơn , không xa hoa , không sóng gió êm ả a a à a .
Hạnh phúc chỉ ngần ấy , ôm mơ mộng đắm say , hôm nay ,thấy hoá ra ngây dại .
Cô ấy từng rất yêu, yêu quên đi tháng ngày ,
nay vội vàng lướt qua , tựa vai môi kề má . Anh ta là ai đấy ,
sao thân thiết như vậy , nói anh nghe, phải làm sao đây.
Lòng người ta , liệu em có thấu , đã hứa gì mà em nương náo , anh thì em tính sao, bao vết thương nhỏ lệ rỉ máu . Em chắc đã ngủ say ,
anh nhớ em thì làm sao đây, nghĩ ngợi về tương lai, bao dang dở theo anh đọa đày.",nhớ nhung
Thiên Đường Mong Manh (Live At Dear Ocean),"Một giấc chim bão
Và tiếc chi tình đời,hơi người
Còn bao nhiêu thương trao hết cho người rồi
Ơi anh,dòng đời cuốn xoay
Thế gian bao thăng trầm cùng đành
Vỡ tan dần mộng,vỡ tan
Chuộc vui đã qua nghe nỗi đau liệm dân hời người
Còn chút thương yêu em xót xa kỷ niệm hời anh
Dù trong gió mưa mơ mong ai quay về
Gia lành giấc mơ thiên đường mong manh
Còn chúc mong chi cơn mơ phù dụng theo gió mây bay xa thật xa
Hãy thôi đam mê vấn vương buồn thương từ nỗi đau trong đời sẽ qua
Giờ mắt bao yêu yêu thương gửi theo câu hát cho những môi tình xin
Đã yêu xin yêu từ nỗi đau trân tình của trái tim
Một giấc chim bao ta tược chi tình đời
Hỡi người còn bao nhiêu thương trao hết cho người rồi
Hỡi anhtầm đời cuốn xoay thế gian bao thăng trầm
Cùng đành vỡ tan giấc mộng
Cho vui đã qua nghe nỗi đau linh dân hời người
Còn chút hương yêu em xót xa kỷ niệm thời anh
Từ trong gió mưa mơ mong ai quay về gia lành
Giấc mơ thiên đường mong manh
Ước mơ phù dụng theo gió bay bay xa xa
Hay thôi đam mê vấn vương buồn thương từng nỗi đau trong đời sẽ qua
Từng mắt bao nhiêu yêu thương gửi theo câu hát cho những môi tình xinh
Đã yêu xin yêu từng nỗi đau chân tình của trái tim
Hoàn chống mong tiếc ơn mong cung dưu theo gió mây bay xa gần xa
Hãy chui đam mê để vấn vương buồn thương từ nỗi đau trong đời xép mơ
Giờ mắt bao nhiêu yêu thương gửi theo câu hát cho nhiều môi tình xin
Đã yêu xin yêu từ nỗi đau trên tình của trái tim
Mình buồn trái tim sống ở thiên đường mong manh",buồn 
Nỗi Buổn Hoa Phượng,"Mỗi năm đến hè lòng man má buồn
Chìn mươi ngày qua chưa chán tình thương
Ngày mai xa cách hai đứa hai nơi Phút gần buổi nhau mất rồi Tà tư là hết người ơi Người ơi!
Tiếng vẽ nức nở buồn hơn tiếng lòng
Biết ai còn nhớ đến ân tình không?
Đường xoay hên bóng hai đứa nay đâu
Như nước trôi qua cầu
Xa biết bàn lòng ơi,
Thôi nay xa cách rồi,
Kỷ niệm mình xin nhớ mãi
Cảmthấn được nỗi vắng xa người thương
Màu hoa phương thăm như máu con tim
Mỗi lần hẹ sang kỷ niệm
Tiếng vến nỡ buồn hơn tiếng lòng
Biết ai còn nhớ đến ân tình không?
Đến ân tình không?
Đường xuyên bóng hai đứa nay đâu?
Những chiều hẹn nhau lúc đầu
Giờ như nước trôi qua cầu
Kỷ niệm mình xin nhớ vang
Bùn riêng một mình ai
Chờ mong từng đêm gói chiết
Nỗi hỏi này ai có hay
Nếu ai đã từng nhặt qua thay buồn
Màu hoa phương thăm như máu con tim
Mỗi lần hẹ sang kỷ niệm",buồn 
Dang Dở 2,"Đừng làm bão giông
thương ai hãy thương một người dẫu mà dãi nắng mưa bí ơi chớ vội thay lòng chớ vội thay lòng
Hơ hờ hờ hơ hơ ân tình mặn nồng em quên Ơi hò ơi ới a tham sang Sài thành em theo .  1 Bầu bí gặp nhau
chữ duyên chữ nợ chung giàn chung mâm bí leo bầu lái theo sau
hẹn ước vào Xuân
đơm hoa kết trái thành thân
ngoài trời chưa giông
bướm chê ong chán phải không.
Đừng làm bão giông thương ai hãy thương một người dẫu mà dãi nắng mưa
bí ơi chớ vội thay lòng .
nắng mưa chớ vội thay lòng
Giàn bầu chưa hoa bí non biệt tăm cắt dây
tiếng hò vọng đêm trăng ve kêu nghe tái tê lòng . dang dở ước mơ Hồng  Bầu cố theo gọi nhau Bí ơi đáp  được không
bao giờ bầu chờ héo dây
tham sang phụ khó chối từ. Đk Đừng làm bão giông thương ai hãy thương một người dẫu mà dãi nắng mưa bí ơi chớ vội thay lòng.
Giàn bầu chưa hoa
bí non biệt tăm cắt dây
tiếng hò vọng đêm trăng
ve kêu nghe tái tê lòng.
vỡ tan hình bóng giữa dòng Ơi hò ơi ới a
tham sang Sài thành em theo .",buồn 
Em Hôm Nay Khác Hôm Qua,"Em còn yêu anh như lúc đầu dù đi qua nắng mưa dãi dầu
anh vẫn luôn cố giấu Tổn thương anh chọn chỉ cần em vui em cười Thèm hơi ấm
mỗi khi thức dậy thèm tiếng yêu
khoá môi hôn thỏ thẻ đêm nay về quạnh quẻ nhỏ bé căn gác lạnh lùng
em hôm nay khác hôm qua rồi. Anh ta với em là gì đây sao thân thiết tay trong vòng tay có đón ánh sương mai
có tốt với em mỗi ngày. Anh không tin em ngừng yêu anh biết yêu ít ngọt nhiều đắng bên anh em bất cần sau này em có hối hận Em xem anh là gì đây chân thành không thèm lấy tự đến cứ đi xem như hai ta chưa từng. Anh cũng nên dừng lại đây
tương lai em chọn lấy Chỉ là nhất thời chắc gì không thay đổi dời. Thèm hơi ấm
mỗi khi thức dậy thèm tiếng yêu
khoá môi hôn thỏ thẻ đêm nay về quạnh quẻ nhỏ bé căn gác lạnh lùng
em hôm nay khác hôm qua rồi. Anh ta với em là gì đây sao thân thiết tay trong vòng tay có đón ánh sương mai
có tốt với em mỗi ngày.
Anh không tin em ngừng yêu anh biết yêu ít ngọt nhiều đắng bên anh em bất cần sau này em có hối hận
Em xem anh là gì đây chân thành không thèm lấy tự đến cứ đi xem như hai ta chưa từng. Anh cũng nên dừng lại đây
tương lai em chọn lấy Chỉ là nhất thời chắc gì không thay đổi dời. Em xem anh là gì đây chân thành không thèm lấy tự đến cứ đi xem như hai ta chưa từng. Anh cũng nên dừng lại đây
tương lai em chọn lấy Chỉ là nhất thời chắc gì không thay đổi dời. Anh cũng nên dừng lại đây
tương lai em chọn lấy Chỉ là nhất thời chắc gì không thay đổi dời.",yêu thương
Dang Dở Đò Nghèo,"Tình bạc như vôi , nên người ta bỏ bến quên đò ,
dù muốn dù không, bao ân tình tan thành mây khói , giàu nghèo , quan trọng lắm sao , hơn thua nhau là ở tấm lòng , em chẳng trân trọng ,
chốn quê nghèo, nên không gắn bó , Từ ngày em đi , xa đời tôi giọt nhớ giọt buồn , cây bần cũng lệ tuông , đau tiếc thầm cho đôi tình ta ,
sóng xô bờ đê , than trách anh quá thật thà , trầu thắm nồng trao ,
cau hững hờ phải biết làm sao .
Đợi chờ mà chi khi người ta có xem ra gì , còn gì nữa đâu , cơn mưa ngâu để lại âu sầu , Ô Thước Bắt Cầu, yên vui rồi em làm sao thấu, Đò cười cho qua , không nhắc nữa mối tình đầu . Tham giàu nghèo khinh , Nên có ai mãi yêu chung tình ,
bình yên nơi đâu cho một nửa bờ thương đau , giữa dòng cô Liêu ,
bến xưa , nước chảy đoạn trường , đò chiều lỡ chuyến , xin hẹn lại kiếp sau .",buồn 
Chỉ Là Hoài Công,"Sóng cứ vỗ đôi bờ bên lỡ bên bồi anh nhặt xây mơ lâu đài tình ái đi trong mưa có mệt dừng chân biết không tình anh đủ lớn sẽ khiến em yêu đậm sâu
Hứa sẽ cho nhau hết cả cuộc đời
đổi lấy nhìn thấy em cười hạnh phúc đơn giản lắm mà hỏi em có làm được không hay là hoài công mình anh đợi trông Tình yêu có lớn mấy cũng không níu giữ em lại cố gắng lắm cũng dã tràng xe cát biển đông tình yêu có lớn mấy có khắc tên em ngàn lần giông tố kéo mưa qua đây cố mấy cũng Hoài công
Điều duy nhất
có thể nói với em những chân thành với thế giới này bao la tình anh thiết tha
dù em không nghĩ tới
cũng không nhất thiết trả 
chỉ biết sau lưng
luôn có anh
vậy thôi.
Hứa sẽ cho nhau hết cả cuộc đời
đổi lấy nhìn thấy em cười hạnh phúc đơn giản lắm mà hỏi em có làm được không hay là hoài công mình anh đợi trông Tình yêu có lớn mấy cũng không níu giữ em lại cố gắng lắm cũng dã tràng xe cát biển đông tình yêu có lớn mấy có khắc tên em ngàn lần giông tố kéo mưa qua đây cố mấy cũng Hoài công
Điều duy nhất
có thể nói với em những chân thành với thế giới này bao la tình anh thiết tha
dù em không nghĩ tới
cũng không nhất thiết trả 
chỉ biết sau lưng
luôn có anh
vậy thôi.
Điều duy nhất
có thể nói với em những chân thành với thế giới này bao la tình anh thiết tha
dù em không nghĩ tới
cũng không nhất thiết trả 
chỉ biết sau lưng
luôn có anh
vậy thôi.
chỉ biết sau lưng
luôn có anh
vậy thôi.",yêu thương
Romeo,"Khi em nhìn thấy anh thời gian dường như cũng ngưng cùng trái tim em
Ngàn yêu dấu chất chứa trong lòng sao không nói nên 
Lặng trong nỗi chơi vơi đến khi anh nhìn thấy em
Bầu trời kia bao nhiêu tinh tú cũng không bằng đôi mắt em
Anh muốn hét lên rằng anh đã yêu em từ những giây phút ban đầu
Người yêu ơi, người tôi yêu dấu hỡi
Chỉ cần được sống bên anh dù trong phút giây thôi
Cùng những yêu thương tuyệt vời và cùng tan trong đắm đuối
Bỏ lại phía dưới sao rơi mình cùng chắp cánh bay lên Trên những giấc mơ tình yêu này người tôi dấu yêu ơi
Thời gian cũng sẽ qua đi chỉ có trái tim còn lại
Một lần thôi và mãi mãi chẳng cần biết có hôm nay
Mình cùng đốt cháy lên bao yêu thương Cho ta luôn gần nhau tình yêu",yêu thương
Nợ Hết Duyên Đi 2,"Tôi buồn,ai biết đâu tôi buồn
Nằm đêm suy nghĩ thấy sao mình chẳng mãi
Là người đầy đủ như ai
Mà sau số kiếp sao cứ khổ quên
Nguyện tình cũng giống như bao người,người yêu cũng có nhưng mà chẳng lâu
Sầunút lệ tiễn đưa nhau
Tìm vui bên khác để không đau buồn
Tìm vui bên khác để không đau buồn
Người mang tôi đến bên đời
Để cho tôi biết thế nàolà đau
Còn gì để nhớ cho nhau Tình bạn trí kỳ hay tình thù mãi sâu
Trong lònggiờ thấy rất đau,
Đường ai nảy bước mắt tu lệ nhòa.
Nhưngmà chẳng lâu Tình cũng giống như bao người,người yêu cũng có nhưng mà chẳng lâu
Âu sầu nuốt lệ tiễn đưa nhau,tìm vui bên khác để không đau buồn
Vậy không đau buồn
Vậy không đau buồn
Vậy không đau buồn
Cho tôi biết thế nào là đau
Còn gì để nhớ cho nhau
Tình bạn trí kỳ hay tình thù mấy sao
Tronglònggiờ thấy rớt đau
Giờ thấy sức đau,đường ai nảy bước mắc tung lệ nhòa
Giờ thấy rớt đau
Đường ai nảy bước",buồn 
Con Kênh Ta Đào,Vân cánh ta đào chưa có nước trời hít hoa Chỉ có nắng mùa hè nóng bồng Mùa hơi vui lưng áo em vợt trắng Con cánh bây giờ chưa là con cánh xanh Giọt mùa hơi tròn lằn trên đất long lanh Tập em bụi gió vương xòa trên má Trời quê hương rất quen mà rất lạ Cứ xanh trong tham thẳng ở trên đầu Ngay trên công trương ta đã mến yêu nhau Em cứ để quên mắt trông lấp đất Con cánh xanh từ mắt em trong vắt Ngay vùi đầu anh đã thấy ca đông xanh Con cánh ta đào có em mà có anh Đông vui quá có rất nhiều đồng nội Ngày mai đây vào mùa gặp mới Em soi cuốn mặt nồng xuống dòng cánh xanh Con cánh ta đào có em mà có anh Con cánh ta đào có anh mà có em  Con cánh ta đào chưa có nước trời đi qua Chỉ có nắng mùa hè nồng bồng Giọt mồ hôi môi lưng áo em vợt trắng Con cánh bây giờ chưa là con cánh xanh Giọt mồ hôi tròn lăn trên đất long lành Tốc em bụi gió vương xòa trên má Trời quê hương rất quen mà rất lạ Cứ xanh trong tham thẳng ở trên đầu Ngày trên đồng trường ta đã mến yêu nhau Em cứ để buồn mặt tròn lớn lớn Con cánh xanh từ mắt em trong hoang Ngay buổi đầu anh đã thấy cả đồng xanh Con cánh ta đào có em mà có anh Đồng vui quá có rất nhiều đồng đôi Ngày mai đây vào mùa đặt mới Em soi khuôn mặt nồng xuống dòng cánh xanh Con cánh ta đào có em mà có anh Con cánh ta đào có anh mà có em Con cánh ta đào có em mà có anh Con cánh ta đào có anh mà có em,vui 
Mẹ Ơi Hãy Yêu Con Lần Nữa," Mẹ ơi con đây, hôm nay con đã biết sai Khi xưa không nghe bao câu mẹ nói, con đi giữa đời Tự lòng mình rằng đã lớn sẽ biết cách lo tương lai Thời gian trôi mau, đã có những lúc không ai chờ chờ Thân con đi trong tối tăng, con đã lỗi lầm Giờ này trở về con mong, mẹ ơi hãy nắm tay con Mẹ yêu ơi, hãy yêu con một lần nữa thôi Mà giờ thì quá muộn màng Mẹ có nghe là con nhớ mẹ, là lỗi lầm con đã hứa Hỡi ai ơi khi đang còn mẹ đừng giống như tôi Đừng mang nước mắt đau lòng cho người Mẹ ơi con đây, hôm nay con đã biết sai Khi xưa không nghe bao câu mẹ nói, con đi giữa đời Tự lòng mình rằng đã lớn sẽ biết cách lo tương lai Thân con đi trong tối tăng, con đã lỗi lầm Con đã biết sai, khi xưa không nghe bao câu mẹ nói Con đi giữa đời, tự lòng mình rằng đã lớn sẽ biết cách lo tương lai Thời gian trôi mau, đã có những lúc không ai chờ chờ Thân con đi trong tối tăng, con đã lỗi lầm Giờ này trở về con mong, mẹ ơi hãy nắm tay con Mẹ yêu ơi, hãy yêu con một lần nữa thôi Mà giờ thì quá nguồn màng Mẹ có nghe là con nhớ mẹ là lỗi lầm Con đã hứa Mẹ yêu ơi, hãy yêu con một lần nữa thôi Mà giờ thì quá nguồn màng Mẹ có nghe là con nhớ mẹ là lỗi lầm Con đã hứa Hỡi ai ơi khi đang còn mẹ đừng giống như tôi Đừng mang nước mắt đau lòng cho người Hỡi ai ơi khi đang còn mẹ đừng giống như tôi Đừng mang nước mắt đau lòng cho người",yêu thương 
Mộng Đẹp Ngày Xưa,"Nhớ ngày đó ta say đắm tình
Ngày tháng xưa nay còn đâu
Bao mộng xưa tan như giấc mơ
Ôi giấc mơ mang đầy ưu buồn
Đôi ta sánh vai trong vườn trăng
Cùng hát câu tình yêu
Ân tình xưa nay như giấc mơ
Ta hứa yêu thương nhau suốt đời
Don't you give up on your dream
Don't give up on your life
I knew you won't let me down
You will work it out somehow
Don't you worry, don't you cry
You will be alright
It don't matter where you are
I will be there by your side
Ta hứa yêu thương nhau suốt đời",yêu thương
Tiếng Đàn Bầu ,"Lắng tai nghe đàn bầu
Thánh thót trong đêm thâu.
Tiếng đàn bầu của ta
Cung thanh là tiếng mẹ
Cung trầm là giọng cha
Ngân nga em vẫn hát
Tích tịch tình tình tang
Tích tịch tình tình tang.
Tiếng đàn bầu Việt Nam
Ngân tiếng vang trong sáng
Ôi cung thanh cung trầm
Ru lòng người sâu thẳm
Việt Nam! Hồ Chí Minh!
Việt Nam! Hồ Chí Minh!
Tiếng đàn bầu thuở xưa
Cung thương kiều nức nở
Than mình chẳng tự do
Bi ai dân mất nước
Não nuột từng đường tơ
Não nuột từng đường tơ.
Tiếng đàn bầu ngày nay
Như tiếng người chiến thắng
Đang vang vang ca rằng
Ta đời đời ơn Đảng
Việt Nam ngời vinh quang!
Việt Nam ngời vinh quang!",vui 
Chỉ Hai Đứa Mình Thôi Nhé,"Chỉ hãy đưa mình thôi nhé Đừng cho tráng nếp sâu hè
Chỉ hãy đưa mình thôi nhé Đừng cho hoa lắngtay nghe
Hai đứa mến nhau,mỗi tình tha thiết trao nhau,hẹn đến ngày bạc mái đầu.
Mình yêu mãi nhà nhỏ bé,đường hoa khuya sớm đi về
Mộng sinh có ràn thiên ly,đời vui tay nắm vai kèm
Tây nắm vai kèm
Em ơimai này
Nếu đời phố phàng cách chia chúng mình
Vui trong nhớ thương
Ngàn ý thơ
Vì sao xứng duyên đôi mình
Vạn tiếng ca
Nói chưa hết câu ấn tình
Mây bốn phương trời
Cuồng phong reo tan vỡ
Làm nềncơn mưa bão
Không xóa được tin yêu
Chỉ hãy đưa mình thôi nhé
Trần gian thanh vắng từ bề
Chỉ hãy đưa mình thôi nhé
Còn câu mong ước quyến thề
Cho nhau linh hồn
Thương bằng tất cả lục vui lục buồn
Còn gì thương hơn nữa không?
Vạn tiếng canói chưahết câu ân tình
Bốn phươngtrời cuồng phong dèo tan vỡ
Làm nệt cơn mưa bãokhông xóa được tin yêu
Chỉ hãy đưa mình thôi nhé,trần gian thanh vắng tự bề
Chỉ hãy đưa mình thôi nhé,trọn cơ mong ước miễn thề
Có nhau linh hồnthương bằng tất cả lúc vuilúc buồn
Còn gì thương hơn nữa không
Chỉ hãy đưa mình thôi nhé
Chỉ hãy đưa mình thôi nhé
Yêu đếntrọn đời",vui 
Tinh Em Miền Hậu Phương,"Đường chiều hành quân khoát áo chinh y
Tiền tuyến ngoài xa thân trai lính xa nhà
Xuân đến rồi chưa được về thăm em. Bao mùa hoa nở biết em có đợi chờ
Đời anh lính chiến gìn giữ quê hương
Biết có về không thương cho phận má hồng
Cánh thư tình gửi anh từ hậu phương
Tình luôn còn đó trong anh vẫn một người
Thân trai gió sương nơi chiến hào xa xôi
Băng qua lửa đạn hỏa châu sáng đêm đêm
Nhớ đến em đôi mi thắm lệ rơi. Nhớ má em hồng tóc thơm mùi lúa non
Em ơi có hay nhớ em người có biết
Mong anh ngày về đón lính trận miền xa
Có em, anh thêm ấm những ngày xuân
Để đêm thôi buồn thôi thao thức mong chờ
Chiều nay nghe gió đưa sợi nhớ thương
Nỗi niềm chờ trông người cách núi sông hồ
Xuân nay về cùng nối mộng tơ vương
Tình duyên mình thắm trọn vẹn tình đôi ta.",yêu thương 
Chuyện Hôm Qua Say,"Vừa vào được vài lý Xung quanh còn nghiêm nghị Chuyện trên rưỡi trái đất với thế gian Thôi thì vô nặng, thêm vài lý Rồi bỗng thấy khóe mắt cứ cay cay Buồn như sẽ lâu Nghĩ về em, thấy sao mà nhớ em Em highly men's safe Thôi thêm vài lý nữa Xung quanh giờ bắt đầu Chuyện anh em với trắng với đen Cây rượu cây đời, tan ơn xa Rượu say uống mới nói, nói hết ra Là ta thế nào Oh oh oh Say mà lại hay Có người biết, lúc hết thăm thiết Anh em ta đâu, sao ta không hay Một cố ước mới thay, rồi trở thấy đây Sao nghe cay cay, hay ta đang say Con tim tan vỡ, thương người đất trắng phố pha Người hay mới say Người say mới cay Ôi sao giờ ta thấy Xung quanh chẳng ai còn Mình liều siêu bước thấm bước cao Đi vào mơ mà, giữa trần già Bình bình ló nếp dưới lan cây Giờ đã sáng rồi Chẳng thấy nhớ chi Chuyện hôm qua say  Có người biết, lúc hết thăm thiết Anh em ta đâu, sao ta không hay Có ước mới thay, rồi trở thấy đây Sao nghe cay cay, hay ta đang say Con tim tan vỡ, thương người đất trắng phố pha Người hay mới say Người say mới cay Ôi hay giờ ta thấy Xung quanh chẳng ai còn Mình liều siêu bước thấm bước cao Đi vào mơ mà, giữa trần già Bình bình ló nếp dưới lan cây Giờ đã sáng rồi Chẳng thấy nhớ chi Chuyện hôm qua say Chẳng thấy nhớ chi Chuyện hôm qua say Chẳng thấy nhớ chi Chuyện hôm qua say",vui 
Tiếng Mưa Ngậm Ngùi,".
Mưa rơi rơi trên đường khuya xa xôi Thương nhớ dâng trong tôi
Ôi! Tiếng mưa ngậm ngùi Ta mong em, thao thức bao nhiêu đêm
Dù nghe tình băng giá, người bây giờ xa quá. A2.
Mưa rơi rơi nghe lòng những trống vắng. Bóng em yêu nay đâu? Tình thôi xa tầm với. Đêm hoang vu, nghe gió mưa âm u. Ta vẫn mong chờ ai? Trong những cơn mộng dài. B.
Từng cơn mưa giá buốt, đến cho tim ta bao nhiêu muộn phiền Giọt mưa như tiếc nhớ mãi, bóng ai xa xôi, chỉ còn trong mơ. Tình yêu đã mang nhiều nước mắt. Sầu tê tái cõi lòng héo hắt. Giờ còn chăng kiếp đơn côi, trong xót xa đầy vơi, tiếng mưa ngậm ngùi.",buồn 
Đất Nước Trọn Niềm Vui ,"Ta đi trong muôn ánh sao vàng, rừng cờ tung bay
Rộn ràng bao mê say những bước chân dồn về đây
Sài Gòn ơi!
Vững tin đã bao năm rồi một ngày vui giải phóng.
Ta nghe như vang tiếng Bác Hồ dậy từ non sông
Rạo rực sao hôm nay, Bác vui với hội toàn dân
Thành Đồng ơi! Sắc son đã vang khải hoàn
Ôi! Hạnh phúc vô biên!
Hát nữa đi em, những  yêu thương.
Hội toàn thắng náo nức đất nước
Ta muốn bay lên, say ngắm sông núi hiên ngang
Ta muốn reo vang, hát ca muôn đời Việt Nam
Tổ quốc anh hùng!
Ôi quê hương dẫu bao lần giặc phá điêu tàn
mà vẫn ngoan cường giành một ngày toàn thắng. Đẹp quá!
Đời rực sáng những ánh mắt lấp lánh
Ta muốn ôm hôn mỗi tấc đất quê hương
Ta muốn ca vang bước chân những người chiến sĩ
Giải phóng kiên cường.
Đêm hoa đăng, những môi cười
Là bó hoa đời tươi thắm tuyệt vời
Đẹp niềm tin mãi mãi Tổ Quốc muôn đời
Trọn vẹn cả non sông thống nhất rạng rỡ Việt Nam.",vui 
