name_song,lyric,label
Cưới Em,tình bén duyên xâu bốn đêm liền lo nhức đầu nghề binh nghiệp sĩ gian lao lương nghèo dấu giàu đắng đo lo mãi sao treo cưới cưới e cười cưới mời mấy trăm thở gỡ quen nghèo tiền duyên tiền kiếp hiền thương mến đẹp lứa đôi mai cậy đi cưới cưới đừng mướn xe lô cưới xe đò bày chi to đôi yêu yêu mái tranh đơn sơ ngại vui buồn ân tình đừng thay áo tình tình hứa tình đừng lo mai cưới vui vui áo đẹp pháo hồng mai cưới vui vui lắm áo màu xanh hoa súng nghèo oai máy bay chào mừng dâu lừng trời lối đón muôn hoa lính đi dãy ngân hà đôi ta,yêu thương
Quên Cách Yêu,bao thể yêu thương sợ câu chia hay mắt rơi đêm đêm đầm đìa gối đi vết thương đau đấy quên cố quên buồn vui nụ hôn môi hay nắm ngào quên trái tim lắm yêu thương tình yêu bình đi vội vàng bàng hoàng giật hoang lỗi hay đổi thay âm thầm níu buông vơi đời đắng cay cười lạnh lùng chẳng buồn vui học quên thời gian trôi quên trái tim chẳng thể yêu quên quên yêu bao thể yêu thương sợ câu chia hay mắt rơi đêm đêm đầm đìa gối đi vết thương đau đấy quên cố quên buồn vui nụ hôn môi hay nắm ngào quên trái tim lắm yêu thương tình yêu bình đi vội vàng bàng hoàng giật hoang lỗi hay đổi thay âm thầm níu buông vơi đời đắng cay cười lạnh lùng chẳng buồn vui học quên thời gian trôi quên trái tim chẳng thể yêu quên quên yêu đi vội vàng bàng hoàng giật hoang lỗi hay đổi thay âm thầm níu buông vơi đời đắng cay cười lạnh lùng chẳng buồn vui học quên thời gian trôi quên trái tim chẳng thể yêu quên quên yêu,buồn
Xin Em Về,đi đôi chân trần đồng tiền lẻ đội nón lá đàn gà chủ đòi tiền trọ dọn đi ngủ công viên muỗi cắn bao nhiêu đêm hạnh hạ thân chi giọng chiều mến đi phố thị đông ngàу sống ổ bánh mì trâu đồng đi ta nuôi cơm ngàу công ngước mặt trời mong chuуện trãi ác mộng ngàу bữa cơm chiều nấu ngon lắm áo rách taу đơm hứa già ѕau nàу đi đâу tiền sao gió mâу giọt lệ đọng khóe môi bốn bể nàу mái tranh lá nàу ngã màu chẵng lẽ thể khúc tình ca nàу hóa sầu hi vọng dần tan ngã đầu túp lều tranh tim vàng buồng cau cạnh vôi lá trầu bếp trống đơn tư bề hứa buông câu thề vậу cớ sao rời ròng mùa lúa chín thăm hỡi hò hò bìm bịp kêu a hò hò bìm bịp kêu a đừng đi canh cãi dưa đồng cơm lạnh vắng bóng quê nghèo trưa hè nắng nóng bến đò nàу sao lắng sóng giàn khổ thấу đắng ngàу vôị vàng giá hàng mi trầu xanh buồn lá vàng đi ngàу đêm dòng nhật kí mấу hàng ghi ngàу đơn gối ngỡ giấc mơ bao nhiêu hối tiếc câu hứa tường thơ tôm cá lối đường chợ nợ lắm mồ hôi cố hàng naу rèm cửa trăng soi rẽ lối chân mệt dần khô họng khẽ đi vô vọng lo bụng đói sao thích mơ mộng ngu ngơ thói lạc lối mãi mãi sống động ngàу xưa thời gian sống tiền bạc trách đời trách tình trách quуền hạn giới nàу hạt cát than thở nhạc hát đâm hàng ngàn nhát nụ hôn môi thằng bếp trống đơn tư bề hứa buông câu thề vậу cớ sao rời ròng mùa lúa chín thăm hỡi hò hò bìm bịp kêu a hò hò bìm bịp kêu a,buồn
Sao Em Làm Được,phố tiếng vọng lãng quên gọi mãi hạnh phúc lưng chừng chỗ viết viết phố đèn tiếng hát nhạc quen trách sao dan dan díu díu nắng mưa tan mắt nhạt đời già đi đổi thay chẳng lạ lùng yêu quên đi đi đời yêu thương đợi kẻ ngốc gian gian dối dối cố ép cớ sao yêu đi xé toạc đời tiếng dối xé toạc mảng trời mơ mơ ước ước xé toạc lồng ngực rỗng ôm bão giông khâu chẳng nắng mưa tan mắt nhạt đời già đi đổi thay chẳng lạ lùng yêu quên đi đi đời yêu thương đợi kẻ ngốc gian gian dối dối cố ép cớ sao yêu đi xé toạc đời tiếng dối xé toạc mảng trời mơ mơ ước ước xé toạc lồng ngực rỗng ôm bão giông khâu chẳng đời yêu thương đợi kẻ ngốc gian gian dối dối cố ép cớ sao yêu đi xé toạc đời tiếng dối xé toạc mảng trời mơ mơ ước ước xé toạc lồng ngực rỗng ôm bão giông khâu chẳng chẳng,buồn
Yêu Như Ngày Yêu Cuối,bao nhiêu nắng bóng tối lạnh lùng уêu bao nhiêu уêu vô bao nhiêu bớt dại khờ đau bao nhiêu hững hờ thương bao nhiêu gọi tim cháу cạnh tim kia tuуết trắng tiêu đau chút уêu lắm đêm thức trắng đợi chờ mong yêu sợ yêu buồn ngẩn ngơ yêu thiêu đốt tim gan kia lạc yêu yêu yêu chút hơi ấm nhoi trao cất lồng tim cất sâu tận trí уêu thiêu đốt tim tận trót уêu vực sâu biển trót уêu dối trá ngàу mai sao xé tim уêu,yêu thương
Broken Boy,sao mãi câu tình yêu ta sao mắt rơi nhắc ta trốn chi vội níu kéo oh baby give my love thời gian trôi ngừng đơn phân vân tình yêu đôi ta say chiều ta hay khóc ướt mi bao nhiêu giấu đi câu lẽ cất gác đi muộn sầu lẽ mát buồn rầu ta chạy quên hay quên gọi nỗi ôm đêm viết giấc mơ nỗi đau hứa xưa rất thơ nỗi đau tồn baby đi bae lady sai ay shawty đau đừng vội vã đi bóng đêm mãi đơn đi đêm mờ đôi chân lướt đi yuh chạy gió quên yêu yêu yah giây phút mùa đông ngủ say ta quên đi chẳng ngào loving you quà băng tim kỷ băng hà chia đôi tình ta chia phôi deep inside i m just a boy vỡ tan broken boy broken boy my heart is your broken toy our love fading away got nothing left to say cầm hoa tàn hoa gió mây thay nobody else sao sao nhở ôm trọn nỗi chôn vùi bao nàng ngàn đóa hoa ta hát ca lo ngợi mưa đi lẽ giấc chiêm bao hẹn ước đôi câu câu phim kết thúc tim đắm đuối u mê khờ dại ta kết trở mai phút giây ta ngần ngại,buồn
Yêu Em Trong Mơ,bao kỉ niệm ta đàn khúc ghi ta trời ấm khoảnh khắc mãi yêu thương chẳng thành câu ta đắm đuối ánh mắt trò yêu giới hai chẳng thể đơn chốc đắm say bao chờ mong mơ chẳng bao yêu mặc kệ sao đừng kí ức nàng tối chẳng nắm đêm đêm nằm nhắm mắt đầu bay bay ánh nắng nàng mây vàng đi dạo quanh phố mì tôm đôi đũa đèn xanh dừng đèn đỏ đứng mưa hát vu vơ mây trời giấc mơ đêm đôi mắt buồn thầm đêm nụ cười khoảnh khắc mãi nắm ta đắm đuối ánh mặt trò yêu giới hai chẳng thể đơn chốc đắm say bao chờ mong mơ chẳng bao yêu mặc kệ sao chốc đắm say biếu bao giừo chờ mong mơ chẳng bao yêu mặc kệ sao đừng,yêu thương
Thế Giới Mới,chẳng chát chúa âm nốt dương cầm nàng giấu ấm áp rực rỡ âm thầm chẳng tiếng yêu đương tình cảm chẳng chút phô trương cánh rừng nhiệt đới đón nắng mưa rào trầm lắng rất muôn màu yêu thương eh oh eh ngại ngùng kia khao khát đất giới chần chừ chi giới đứa trẻ ngoan nhàm chán kiến an toàn hứa mãi mặc vẻ nông cạn trải nghiệm cảm giác chẳng ngóc ngách tò mò bất giác ta yêu nàng giới rất êm đềm yêu thương eh oh eh ngại ngùng kia khao khát đất giới chần chừ chi giới đơn phương hoa tranh đầu giường mong mùi hương chẳng thể mãi yêu lạc đất xôi chẳng trái ngang thần bí,yêu thương
Cây Lúa Hàm Rồng,hôm nao lúa ven cầu ánh đèn soi đêm thâu dòng sông mã soi bóng nhịp cầu đoàn tàu hối hả nam sao đêm đêm náo nức tiếng tàu hay tiếng tim lúa quê xanh biếc thương đi phương nam phương bắc cầu ta nối mạch yêu thương lúa đứng thẳng hàng thương miền nam đi tình lúa xanh quê đất lửa hàm rồng san lấp hố bom đường cày thẳng vươn dòng sông mã vang tiếng hò thoáng buồm nắng đượm chiều ôi quê hương tiếng súng tươi màu đứng hiên ngang sông mã núi rồng tươi thắm chiến công sông thu bồn mát hòa tiếng hát đồng quê ta bao máu xương thấm đất ruộng cày lúa phù sa quê hương ta dòng sông mã son sắt trung kiên gian lao nổi câu hò hò hò hơ hò hò hơ hò hàm rồng,vui
"Vinh Quang, Ơi Việt Nam",la lá lá la la lá lá la la lá lá la la lá lá la đoàn kết ta chiến công trí tuệ kiên cường ta bão dông truyền thống hùng ta chiến thắng bao chiến thắng ngoại xâm lẫy lừng việt nam vững đi muôn đường việt nam ta hùng ca vang vang hào tổ quốc ta vinh quang việt nam hào tổ quốc ta vinh quang việt nam hào tổ quốc ta vinh quang việt nam,vui
Hà Nội Niềm Tin Và Hy Vọng,mặt hồ gươm lung linh mây trời tỏa ngát hương thơm hoa thủ đô đường lộng gió thênh thang cửa ô tiếng cười quên niềm thương đau hà nội niềm yêu hy vọng núi sông hôm mai chân ta ung dung hào kìa nòng pháo vươn trời ôi đông đô hùng thiêng dấu xưa in thăng long chiến công rạng danh non sông hà nội mến yêu ta thủ đô mến yêu ta sao mai rạng rỡ soi bóng đêm trường sơn lắng sông cửu long nhẹ nâng chân hành quân dệt tiếng ca át tiếng bom rền,vui
Quân Reo Quê Mẹ Quảng Trị Anh Hùng,mảnh đất thân thương hiền lành giản dị thơm tiếng mẹ quảng trị quê ta rộn rã vang tiếng quân ca đánh giặc kiên cường mừng thắng trận hò hơ hơ hò hơ hò hơ dã sông hiếu quê chảy xuôi bến đông hà đôi đường chín hôm xác bao quân mỹ ngụy chết vùi hò hơ quê mẹ quân ta đánh thắng lu giặc đêm chẳng giặc bạo ngược đò ngang đò dọc giục giải phóng quân ta tiến đêm quyết diệt quân thù trọn thề mẹ hò hơ hơ hò hơ hò hơ súng reo ngã tư dồng ta giết tiểu đoàn trâu điên đầu mậu kia trận đánh công kiên phá tan bốt giặc hò vang đôi bến bờ hò hơ quê mẹ quân dân ta đánh mỹ ngụy tan thay mẹ đón quân ta nghỉ nắm mẹ giải phóng quân ta đẹp mến bao ta chiến khu xưa đánh giặc rất hùng giỏi hò hơ hơ hò hơ hò hơ tiến quân khắp quê tiếng hò mẹ nưa giặc kia đụng quê hương bão gió quyết dập dập tan mấy hò hơ quảng trị hùng quân ta thắng mỹ lẫy lừng chiến công,vui
Đất Nước Tình Yêu,yêu vườn hoa trái nắm mây giăng giăng bay ánh trăng mờ yêu chẳng kẻ thù tim ta yếu mềm ôi việt nam đất tình yêu lũy tre xanh xây công trình giọng hò thiết tha tình yêu đất chan hòa tiễn đi đồng quê màu xanh lúa yêu súng yên ngào tiếng ru hời ta gặt mùa vàng tiền phương vui thắng giặc ôi việt nam đất tình yêu dắt đi ôn kỷ niệm ước mơ sống mãi mãi mong chờ hờ hơ hớ hơ hờ hơ hớ hơ hơ hớ hơ hơ hơ hớ hơ hờ,yêu thương
Tuổi Trẻ Của Bác Hồ,trẻ hồ ca hùng tráng trẻ hồ đêm tối nô lệ đi đường đường giải phóng nhân dân việt nam giải phóng nhân trẻ hồ đại dương dậy sóng mắt quân thù đi khắp châu lục áp đọa đày tiếng thét vang trời giải phóng nhân dân lầm than giải phóng dân tộc quê hương núi rừng việt bắc muôn đóa hoa dâng mừng truyền vang muôn triệu đi thề cứu non nắng mùa thu hồ đọc tuyên ngôn sấm vang đình vang vọng trời xanh quê hương vang vọng biển xanh châu rừng cờ đỏ thắm lấp lánh ánh sao vàng trẻ hồ hồn thiêng tổ quốc vọng trái tim đi giải phóng giai dân tộc giương cờ chủ nghĩa xã hội đoàn kết công nông việt nam đoàn kết dân tộc trẻ hồ ca đoàn kết cội sức chiến thắng đế quốc xâm lược mừng non sông vẹn toàn thống huy hoàng thiêng liêng trẻ muôn đời,vui
Tre Việt Nam,che xanh xanh tựa bao đời hồi đất vỡi vỡi màu che xanh che xanh xanh tựa niềm vui che sống che đi dư lai che vạch nổi che mẹ hát che nằm vai đi che việt nam che mũi trông che cơm rau ôi che việt nam che hiếng ngang tiền tuyến che hùng thiêng hồ trông che sợ chi sợ chi sung hay đàn đầu che thiêu thân lửa khói che núi sông che ngàn cờ hoài buông che xanh xanh tựa bao đời xanh áo linh xanh màu trời che hiếng ngàn ru che sống che đi dư lai che vạch nổi che mẹ hát che nằm vai đi che việt nam che mũi trông che cơm rau ôi che việt nam che hiếng ngang tiền tuyến che hùng thiêng hồ trông che sợ chi sợ chi sung hay đàn đầu che thiêu thân lửa khói che núi sông che ngàn cờ hoài buông ôi che việt nam đời ngàn xanh ôi che việt nam đời ngàn xanh,yêu thương
Đơn Giản Tôi Là Lính,lính đơn giản sinh đời chỗ đứng nghề tổ quốc nhân dân quyết dấn thân nghiệp binh tiến danh lợi vật chất coi phù du mãi thiên thu tình lẽ sống đời lính hay mơ mộng yêu đừng chi đơn giản lính giặc cầm súng thời bình luyện quân lo binh khí hậu chống thiên tai thảm họa vững niềm sắt đá tất nhân dân sẵn sàng tổ quốc lính,vui
"LK Bài Ca Hồ Chí Minh, Hồ Chí Minh Ngọn Cờ Hòa Bình",biên biên đông khắp trần trời dân lầm than đói nghèo thương đi khắp trâu lông tim mặc chân ly xói xói chiều dân lành hồ hồ hồ chí minh hồ hồ hồ chí minh mặt trung sóng đi khắp phương trời liên tối chí nuôi căm thù hồ chí minh đêm sóc thương dân tộc nô lệ đề quốc gia giải gieo đất hồ hồ hồ chí minh hồ hồ hồ chí minh hồ chí minh hồ chí minh hồ chí minh hồ chí minh hồ chí minh cờ hòa bình chăm chiến tranh hạt nhân cờ hồ chí minh đấu tranh độc lập cờ hồ chí minh hồ chí minh cờ hòa bình hồ chí minh cờ hòa bình hồ chí minh cờ hòa bình chăm chiến tranh hạt nhân cờ hồ chí minh đấu tranh độc lập cờ hồ chí minh hồ chí minh cờ hòa bình hồ chí minh cờ hòa bình dừng dược cháy đất lan tràn rừng việt bắc tháp hồ chí minh mùa xuân chán muôn niềm chân ly sinh hòa bình hiện dâng bình giới hòa bình hồ chí minh hồ chí minh hồ chí minh hồ chí minh hồ chí minh cờ hòa bình chẳng chiến tranh hạt nhân cờ hồ chí minh đấu tranh độc lập cờ hồ chí minh hồ chí minh cờ hòa bình hồ chí minh cờ hòa bình hồ chí minh cờ hòa bình hồ chí minh cờ hòa bình hồ chí minh cờ hòa bình hồ chí minh cờ hòa bình cờ hòa bình cờ hòa bình cờ hòa bình cờ hòa bình cờ hòa bình,vui
Gặp Nhau Giữa Rừng Mơ,mặt trời hồng lưng vách núi lửng lờ làn mây trắng chim hót vui vang cánh rừng vui chân vui chân ta chợ bướm trắng bay quanh rừng mơ kìa chàng trai mắt đường mòn vách núi vui sáo bay vang cánh rừng vui chân vui chân ta chợ bướm trắng bay quanh rừng mơ chợ chợ ngại ngùng hỡi chợ chợ chợ chàng trai khôi ngô ghê ô giọng chàng hay ố ô sáo chàng hay đường nắng đổ vui chân đi chẳng ngực tiếng ngựa phi chào gái nụ cười đẹp vui líu lo đàn chim trời mây bay lang thang đỉnh núi mờ mây túi thơ chợ chợ ngại ngùng hỡi chợ chợ chợ chàng trai khôi ngô ghê ô giọng nàng hay ố ô sao nàng xinh màu xanh tím đỏ nhảy nhót mắt vui chân vui chân chẳng ngực tiếng ngựa phi ôi chợ vui sáo chàng hay đường nắng đổ vui chân đi chẳng ngực tiếng ngựa phi mặt trời lặn vách núi chợ chiều vắng chia vấn vương kịp năng hẹn chợ rừng mơ đường mòn núi bóng chàng mờ đường mòn núi bóng nàng mờ đường mòn núi bóng mờ,vui
Tàu Anh Qua Núi (Live in Giao Lộ Thời Gian),đi dọc việt nam bánh tàu đèo hải vân mây bay đỉnh núi xưa đèo suối ta mơ tàu núi hôm thênh thang đường tàu đi yêu thương chào đón xao xuyến bao niềm vui bánh tàu đi thương tàu yêu mấy suối lội yêu mấy núi trèo tàu việt nam đi suốt bốn mùa xuân đèo hải vân mây bay đỉnh núi thương chờ tàu đi núi trời quê hương xanh hát biển quê hương ru êm êm bờ cát ta đi bắc hay nam thương bắc cầu tàu yêu mấy suối lội yêu mấy núi trèo,yêu thương
"LK Đất Reo Ngày Thống Nhất, Tiếng Hát Thành Phố Mang Tên Người",thành phố chí minh thành phố chí minh mai thành phố chí minh côi trời quê hương thông vơi vơi niềm vui sài gòn đêm ngàn sao doanh trái tim tiếng ngàn xưa hay lắng hay lắng tiếng đâm gọi ta kỷ điển biên ấp mắc hùng thương võ bàng thô ngọc hoàng vinh muôn ngàn đi tiếng hát tâm côi sông núi quê hát ca thông nhãn hát ca động tràn hoa cổ quốc mẽ tràn hoa cổ quốc mẽ ngọc hoàng vinh muôn ngàn đi tiếng hát tâm côi sông núi quê hát ca thông nhãn hát ca động tràn hoa cổ quốc mẽ tràn hoa cổ quốc mẽ thành phố đi bao mước mong đón trở chiến dịch đoàn quân thăm quốc gia cầm bắt ca kết đoàn thành phố hồ chí minh dự tương lai trái tim ước mơ đời ta thiết tha diệu dắt ta mai thành phố hồ chí minh vàng phố phường tiếng hát yêu thương xanh trời mước mơ mãng bóng hình ấm áp đời quốc sức sừng say mong sống ta đàng hoàng đất sâu thoa mong non vững thành phố hồ chí minh dự tương lai trái tim ước mơ đời ta thiết tha diệu dắt ta mai thành phố hồ chí minh dự tương lai trái tim ước mơ đời ta thiết tha diệu dắt ta mai thành phố hồ chí minh,vui
Anh Người Chiến Sỹ An Ninh,đời thầm lặng sục sôi ngàn giông tố sống yên vui bình đêm gian nan đời dòng đời bao đổi thay lửa tim rực cháy đêm tối chiếu chân mỏi dấu vết phá án ngăn bàn kẻ thù hung hãn sống chiến đấu cờ trao sống chiến đấu cờ đảng trao bảo vệ an ninh tổ quốc quyết sinh bảo vệ an ninh tổ quốc quên quyết đất đời đời tươi quên thân hy sinh tô màu cờ việt nam thề tim nguyện mãi khắc ghi bảo vệ non sông tổ quốc bình,vui
Bác Hồ Dạy Cần Kiệm Liêm Chính,hơ hơ hớ hờ hơ hớ hơ hờ trời bốn mùa xuân hạ thu đông xanh hoa thắm đất bốn phương đông tây nam bắc sống đời bao lạc bốn đức kiệm liêm ta sống đẹp đời ta xứng mùa thành trời thể thành trời mùa phương thành đất thể thành đất phương đức thành đức bao bao thành trời bốn mùa xuân hạ thu đông đất bốn phương đông tây nam bắc bốn đức kiệm liêm kiệm liêm bốn đức mùa thành trời phương thành đất đức thành kiệm liêm đức thành thành hồ bao nhiêu đúc kết lớp lớp cháu trọn đời hồ dạy kiệm liêm lớp lớp cháu,yêu thương
Tiến Bước Dưới Quân Kỳ,vườnđông hứng núi nắng xanh nàn trùng tổ quốc bao hiền hoà bay muôn trái tim hoa nhịp ngàn ca sông rúa lạp lánh sao bay quần kỳ rung đuôi đồi ta đi nhắc công ngàn xưa tờ hôm bay dừng gương bao hùng bừng cháy tim quên thân niềm phong tổ thắm tươi hồ cờ vững hòa bình dừng xây tương lai chân trời mãi quân ta đi ghi sâu ta đi mai mai vững tiên phong hộ đội ta đồng hồ lâm lợp lợp sông vương gờ vinh quang đoàn quân chiến thắng quân kỳ chiếu ngời ô vườn đông hưng núi nóm xanh ngàn trùng tổ quốc bao la hiền hoà thăm bóng cờvẫn bay muôn trái tim hoa nhịp ngàn ca sông lúa lạp lánh sao bay quần tri rung đuôi đồi ta đi nhắm công ngàn xưa cờ hồng bay dừng hương bao hùng buồn cháy tim quên thân niềm phong tổ thắm tươi hầu cờ vững hòa bình dựng xây tương lai chân trời mãi quân ta đi ghi sâu ta đi mãi mãi vững đẳng tiên phong thủ đội ta lợp lợp sông vững cờ bình quảng đoàn quân chiến thắng quân kỳ chiếu sắc lợp lợp sông vững cờ bình quảng đoàn quân chiến thắng quân kỳchiếu,vui
Chung Tay Vì Đất Mẹ Việt Nam,bao hai tiếng quê hương vấn vương tim gian nan giông tố tràn tiếng đồng bào da diết thân thương tuyến đầu sĩ trắng đêm thâu biên cương chiến sĩ đương đầu quên hiểm nguy gian khổ mát thương đau việt nam vững tương lai vững truyền thống sinh hùng nguy nan nguyện hy sinh thân đất mẹ yêu ta sẻ chia chiến thắng bình minh đêm bầu trời tươi đất mẹ việt nam,yêu thương
Bài Ca Người Thanh Niên Tình Nguyện Chống Dịch,muôn niên tình nguyện đảng toàn quân nhân dân ta đẩy lùi covid đại dịch corona khó niên tình nguyện chống dịch ta quản đi khuya mặt trận chống dịch bệnh nhân thân ta quyết chí đồng nở nụ cười môi sống tươi vui bao thơ bao mẹ già vơi đi nỗi lo đất trở yên lành ấm êm hào thay niên tình nguyện chống dịch ta ngân vang mãi hùng ca ta yêu sao đất nở hoa,vui
Những Bông Hoa Mùa Xuân,nẻo đường tổ quốc thân yêu chân xông pha đèo vực sâu vách đứng băng núi xuyên rừng tổ quốc xá chi mùa xuân ắp yêu thương tiếng hát líu lo thơ trường ngập tràn niềm vui hòa chân vang khúc quân hành chiến sĩ công an công an nhân dân quên thân dân quên công an nhân dân truyền thống vinh quang bảo vệ tổ quốc công an nhân dân lặng lẽ hy sinh đời bình yên gương soi hoa vườn xuân,yêu thương
Hào Khí Việt Nam,việt nam hùng thiên ngàn lưu danh sử sách mẹ âu bố lạc long quân trăm xây đồ thời gian đỏ thắm đời dựng xây yên bờ cõi tương lai cháu hoan ca đất bình rực rỡ gấm hoa đinh lý trần lê nguyện khắc ghi đời đời xương máu rồng tiên kiên trung bất khuất sóng biển đông kia ngàn mãi lưu truyền hào khí trời nam ta rạng ngời sắc son việt nam triều tây sơn áo bạc phai rừng thiên sắc son thề ước thành thăng long mãi bay thời gian thắm oai hùng ngàn ta đất trời bao la tuyệt nhiên thiên thư giặc bao phen khiếp vía trùng tâm gan đất ngoan cường dãi gấm hoa giọng hát hồn thiên ngàn cháu ghi rộng bạch đằng giang vùi thây bao quân xâm lấn lớp lớp dựng xây gấm son hà việt nam ta ngàn đời vút hùng thiên đinh lý trần lê nguyện khắc ghi đời đời xương máu rồng tiên kiên trung bất khuất sóng biển đông kia ngàn mãi lưu truyền hào khí trời nam ta rạng ngời sắc son việt nam ngàn rạng ngời sắc son hào khí việt nam,vui
Người Đi Xây Hồ Kẻ Gỗ,thương bao nhiêu mảnh đất cằn đời ngại đào mấy kênh ðắp hồ xây đập ta dòng dòng mương tắm mát quanh ruộng đồng ta thỏa mơ uớc bao ngàn kẻ gỗ bao đợi chờ đá bạc đồi núi lô nhô dòng suối sông biển đồi hoang nắng mưa khổ đất kia cằn khô phá đá đào sỏi xe ủi hè chân lội khe mùa đông giá ta bao nhiêu lạ ta đi học thích nghề da nâu tươi màu suy mùa phượng vĩ ta ngỡ mùa thi phượng nở hai đứa đi thương bao nhiêu mảnh đất cằn đời ngại đào mấy kênh đắp hồ xây đập ta nuôi dòng dòng mương tắm nắng quanh ruộng đồng ta thỏa mơ uớc bao ngàn nghệ tĩnh sông lam gọi núi hồng đào núi lấp sông đất trời vang vang trống giục mặt hồ lay động mênh mông đàn cá lượn lúa ta đi thênh thang đồng rộng làng ta di động đất cày điện giăng dây máy thôn xóm ta đi nắng mưa đời bận rộn thơ ta đọc da nâu tươi màu suy mùa phượng vĩ xao xuyến mộng thi mùa phượng nở hai đứa đi hờ hớ hơ hơ hờ hơ hờ đời vẫy gọi ta bao đi đi,yêu thương
Chiếc Khăn Piêu - Cô Gái Vót Chông,tiếng vang rừng núi sao nhắn gió khăn đợi chim cúc cu kìa hót câu nàng rừng rừng kiếm rừng khăn piêu khăn piêu thêu hồng gió bay khăn piêu thêu hồng gió bay vương astri nhặt khăn đẹp đừng rừng lạc rừng nát hoa rừng khăn piêu thắm thiết duyên khăn nối duyên thời chờ tiếng vang rừng núi sao nhắn gió khăn đợi tiếng vang rừng núi sao nhắn gió khăn đợi chim cúc cu kìa hót câu nàng rừng rừng kiếm rừng khăn piêu khăn piêu thêu hồng gió bay khăn piêu thêu hồng gió bay vương astri nhặt khăn đẹp đừng rừng lạc rừng nát hoa rừng khăn piêu thắm thiết duyên khăn nối duyên thời chờ tiếng vang rừng núi sao nhắn gió khăn đợi tiếng vang rừng núi sao nhắn gió khăn đợi tiếng vang rừng núi sao nhắn gió khăn đợi tiếng vang rừng núi sao nhắn gió khăn đợi tiếng vang rừng núi gió đợi tiếng vang rừng núi,yêu thương
Yến Lão Quê Tôi,yến lão vui xuân truyền thống quê mồng giêng làng rộn rã kiệu bát cống thiếp vàng rực rỡ rước thành hoàng làng du ngoạn đầu xuân đội múa lân cờ dong trống già trẻ gái trai kiệu rợp đường quê cửa đình hàng dâng lễ vật trăm hân hoan đón lộc thành hoàng yến lão phương khê hội mùa xuân mồng sáu giêng muôn dân ân đức thành hoàng xưa dẹp lửa lập đàn tế thần trăm an khang hai vị hậu thần xả thân đất hôm bờ xôi ruộng mật muôn dân làng ghi khắc ân sâu hẹn tế sân đình yến lão quê làng vui tưởng bao lương dân công đức đình công lao tiền làng tươi đẹp khang trang khu vực đình chùa đẹp tươi dáng đất thỏa tâm linh niệm phật muôn dân làng mong ước bao hẹn hội xuân yến lão quê,yêu thương
Điện Biên Mùa Chiến Công,điện biên ta hội điện biên ta mùa chiến công rợp trời cờ hồng tung bay phất phới rạo rực say sưa kỉ niệm chiến thắng điện biên hôm quân đội ta xuất kích đạp xác quân thù ạt tiến công bắt tướng pháp run rẩy hàng cờ độc lập kéo đỉnh trời việt nam điện biên tiếng sét phá vỡ đêm trường nô lệ bình minh rực việt nam điện biên giới dân tộc hùng đấu tranh,vui
Địu Con Đi Nhà Trẻ,thương quý trẻ nằm trời thương quý mẹ điêu đinhà hơi trề trẻ đấy bốn phương trời gió hương bay giông suối làng nắngtươi vàng chảy nướng lùa vèn thương quê cua đấy đồng lúa nương đôi bốn phương trời mai đời dương dòng suối hát séo mừngnúi dương dòng suối đấy ơihãy mãi lắng khôn lêncờ dòng suối đâythả sức quân traitận tuyển khơi hành sông dàihãy mãi lắng khôn lênđẹp bàn cầm thỏa sức sân dương diệt thú diệt quân thù tuyên hay dừng xanh đấy đấy trời vui tầng mây trắng núi non rừng dòng suối hát siêu mừng núi rừng dòng suối đấy biên hay rừng xanh đấy biên hay rừng xanh đấy thương quý trẻ nồng cháy thương quý thương quý,yêu thương
Bác Hồ Có Một Chuyến Đi,đường xưa đi khúc ruột liền nghệ tĩnh bình trị thiên núi non biển mênh mông mưa nắng gánh mẹ đường ngái lưng dốc vời vợi đường kinh muôn bao khó khăn bồng bồng bế bế bồng bồng cò mẹ chư cò mẹ lò dò sông xứ huế vô sông hương chiều thoáng sương sa lầm than chốn thần kinh bao xót kiếp đời nô lệ mẹ chết đất thơ gào khát sữa bãi nam giao chiều hoang vắng thành huế nghiêng nghiêng trĩu nỗi buồn bồng bồng bế bế bồng bồng cò mẹ chư cò mẹ sông đắm đò chuyến đi ngàn vạn gian khó chuyến đi nỗi muôn trùng chuyến đi đời chuyến đi ôi nỗi đau đi đi khắp châu bốn biển thành hồ chí minh hồ chí minh,yêu thương
Tháng Năm Nhớ Bác,nghìn thu dân tộc ơn vất vả bôn khắp kiếm tổ quốc vầng dương ngời hi sinh đời dân tộc mãi mãi hai trường chinh tiếp gìn quê hương đồng bào tiếng trầm vang nắng hồng hai chín đình ghi mãi vang vọng khắp núi sông ôi hồ non ơn bao nhiêu hạ mùa sen nở nhắc nhở cháu chiều ôi hồ non ơn bao nhiêu di chúc ân tình ghi mãi muôn đời,yêu thương
