name_song,lyric,label
Tự thấy mình may,dòng thời gian tách chia ràng khứ tan đừng đêm muộn màng mượn rượu say than vãn chia mấy đôi nhức nhối câu chối ngào mười gian dối yêu yêu biến thành kẻ lạ thành dối trá tàn phá tim xong tặng hoa yêu đừng gửi món quà đừng tha đừng bận tâm quyết tâm may hay đi lang thang đi xưa lo lo sao xưa hẹn hò tương lai đắn đo trôi gió tim dày vò hay vờ gương mặt nhăn nhó rất đớn đau yêu yêu biến thành kẻ lạ thành dối trá tàn phá tim xong tặng hoa yêu đừng gửi món quà đừng tha đừng bận tâm quyết tâm may yêu yêu biến thành kẻ lạ thành dối trá hẹn vốn hai dưng thành ta chia đừng gửi món quà đừng tha đừng bận tâm quyết tâm may,vui
HÀO QUANG,hát nhạc xưa ca trái tim gái mộng mơ bơ vơ quanh đôi mắt hò reo chặng đường tương lai chia hai nốc chai tâm mic cất giấc mơ đời tất chẳng cò ta trưởng thành chẳng đối phương tình yêu thương đèn gã khờ hát cố gắng mỉm cười tan nát đi rất quan trọng lẽ tham vọng vui góc tối phòng phút đón hoàng hôn gái vàng son chẳng thể nắm níu chút ổn định cảm xúc lẽ chấm dứt kết thúc kí ức triệu hồi nỗi đau hàng vạn tinh tú kia dõi bao nhoi sao hề ca kia mong cầu sao hề kiêu ngạo sân khấu đoạn đường đi ta chẳng tồi tệ đi suy mặc quen dần sống ánh đèn quen cảm giác trống vắng vui góc tối phòng phút đón hoàng hôn gái vàng son chẳng thể nắm níu chút ổn định cảm xúc lẽ chấm dứt kết thúc kí ức triệu hồi nỗi đau đèn kia rực rọi đường khảng trời chẳng lỗi chối bao nhiêu hàng quán sai sợ hãi bàn tán thể post ảnh chế độ close friend công thức hẳn buồn chẳng ngoi đi đi liệu hy vọng thể ôm đành phép yếu đuối ký ức tiếc nuối vui vui góc tối phòng phút đón hoàng hôn gái vàng son chẳng thể nắm níu chút ổn định cảm xúc lẽ chấm dứt kết thúc kí ức triệu hồi lẽ chấm dứt kết thúc kí ức triệu hồi nỗi đau,vui
Tết “Chất”,d g house oh rhyder cá chép hóa rồng trăm let s go we go hard cá chép hóa rồng trăm let s go we go hard sinh suốt cá chép hóa rồng đón tết xung quanh tất bật đón tết trạng thái thảnh thơi chuẩn đón tết sinh động kèo hot phết phi trăm bank whole squad increasing gas cháy xăng what can i phòng thu âm căng đét đét đét mặt trông cool pose mấy dáng phết phết phết sao khen khen khen đi hóa city gia đình tết tết tết rồng rắn đi mây nâng ly tết quanh đón đón chặng đường đêm cá chép hóa rồng quan bất đồng công xong thân thất vọng sóng ta sóng cypher căng đét quy tụ nóng cắt kéo cắt kéo trông style cương vị per cá chép hóa rồng hội ta phất cờ mẹ mắng tết vắng đi tất niên nâng chén tận trăng tà đôi nếm chén đắng âu lo sốt sắng yah care ta trở thành chiến thắng ok let s go đẹp trai tiền phiền liền boy kiện chúc đẹp trai tiền phiền liền boy kiện cá chép hóa rồng trăm let s go we go hard cá chép hóa rồng trăm let s go we go hard cá chép hóa rồng cá chép hóa rồng lộn đi thẳng yah hóa phép tốn công lực đấy on top eh beat of masew mị cầm sẵn sàng phi liền yah liếc mắt hot lối đi hòa tiền mãi hờn thương thăm câu vui đi quên sầu vui ha vui bay bao chàng slay nàng tiên vườn mây mong tiếp đường ah tết niềm vui gấp bội top sai trăm thước trêu viết bình luận trăm like trông xinh xắn thìn rắn rồng rắn mây mic nắm liền nắm bắt hội xuân chẳng mớ khó khăn trăm bề khó hiển hách chiến công khuân wow mẹ mừng giai phất yeah yeah yeah đứng đừng lơ đi công ơn no leo hàng top xuất phát trai quê trai quê sống lề lối phong khuân thức tài năng đi kèm đức chạm thành công cá xưa vẫy ao bây thành sông cá t v vui ta đón rồng mê kungfu ta hóa thành long mê kungfu ta hóa thành long cá chép hóa rồng trăm let s go we go hard cá chép hóa rồng trăm let s go we go hard cá chép hóa rồng hai hai k right giá that right that right tết đào cầm mic cầm mic cũ say bye bye say hi no cá chép hóa rồng mấy má hồng hây hây bảo star còng lưng vác túi tiền hợp pháp lừa dối okey mấy sơn hào hải vị cơm mẹ nấu gói mì mẹ đời ngắn quan tâm lạ mạng văn phòng nương phố hay nam hay nữ nắm thành đôi uyên ương quan tâm lung linh cá chép hóa rồng mong mẹ an nhàn mong an toàn đổi tài năng vàng oh cá chép hóa rồng mong nhạc vang khắp núi đồi đàn thơ vui cười ngẩng yêu đời cá chép hóa rồng xuân bàn cược hiên ngang tàn cá chép hóa rồng hề rẻ sông đà chảy thẻ ah thể cá chép hóa rồng trăm let s go we go hard cá chép hóa rồng trăm let s go we go hard cá chép hóa rồng woh cá chép hóa rồng woh,vui
daydreams,quen mơ quen nỗi sao đôi thể nằm trái tim cố nỗi buồn vương mắt bình yên thu đông giá lạnh thời gian trôi dần nỗi buồn đơn ưu phiền hình bóng cũ mãi khắc ghi tâm trí ước thức giấc ước tối chúc ngủ ngon khó đêm thức trắng mong trở ước nắng ban mai kia giúp đôi lạnh nụ cười thơ ngây yêu suốt đời thời gian trôi dần lối nỗi buồn đơn ưu phiền hình bóng cũ mãi khắc ghi tâm trí ước thức giấc ước tối chúc ngủ ngon khó đêm thức trắng mong trở ước nắng ban mai kia giúp đôi lạnh nụ cười thơ ngây yêu suốt đời,vui
Tết Là Đông Mới Vui,tết đoàn tụ vui dự bến chẳng tết toàn trùm mền chuẩn a z giò lụa kèm bánh tét chiều chiều mua chút mứt tết quyết hổ danh tui ta cháu mời gia đình ối ối chào mau coi xuân hinh ôi sao nhiên vui đòi tí nguyên mấy ta đừng đi đi tết rộn ràng đông vui bàn xuân vui sẻ chia giòn tan bao ta lays động niềm vui ta cười giòn tan vui vui lay s ya ya đi ngược xuôi tết quây quần vui ta lays động niềm vui ta cười giòn tan vui vui lay s ya ya ta ta hân hoan vui tết vui ya ya mời mâm cơm gia đình mời xơi ly trà đàn guitar nhá hôm định quan tâm chi thời gian diện tưng bừng show thời trang ngây ngất quất hoa mai vàng vang gian nụ cười giòn tan okay vui tết hôm gia đình đoàn tụ nội đêm thâu trò game show ngân nga câu ca tuyệt vời mai okay vui tết hôm đi tuyệt vời bao nhiêu suy tư ưu phiền đằng ta mong sao tết pre xuân ta mau mau mua vé mấy ôn câu xưa bôn vui vui đoàn viên êm ấm gia đình ta đông đúc sân nắng hôm xinh đừng đi đi tết rộn ràng đông vui bàn xuân vui sẻ chia giòn tan bao chanting đức phúc tà hai tà tà bốn vui vui tà sáu tà bảy tà tám tết bung đấy góc chán chán vui vui vui vờ ui vui vui tiến lùi vui bến bến bến vui vui lays vui vui vui lays ta lays động niềm vui ta cười giòn tan vui vui lay s ya ya đi ngược xuôi tết quây quần vui ta lays động niềm vui ta cười giòn tan vui vui lay s ya ya ta ta hân hoan vui tết vui ya ya,vui
Nôn Cưới,đàn chim hòa ca nắng mâу trắng trôi mênh mông chiều buông nhẹ cánh đồng tiếng hát vang nhẹ nhàng lả lơi sông ngàу vui taу hoà khoan xuồng ghe xuôi mái sóng trôi lênh đênh phù sa đẹp câу lúa taу chân khoan thai hò rảo khua mái chèo trăng vui mừng vui soi dòng sông hiền hòa ngàу cưới lứa đôi trao tình hò ới hò cánh đồng thơm chín nhánh sông cửu long tim thích ѕao chàng nhích lặng thinh hò ới hò mùa gặt câу lúa trĩu lưu luуến thương tiếng mai má trầu cau trai cưới gái ngoan xinh tươi đừng nuốt bé cưng ta ha nôn đi trời quen thiệt cưới xâу tương lai ngàу mai ngàу vun đắp lo ta tràn ngập tiếng cười bón phân vườn hoa ta hoà nhịp điệu dân ca hạnh phúc hò rạng ngời đôi ta hạnh phúc lắm hôm naу dâu phơi phới sánh rạng rỡ tươi cười đôi nghĩa vợ chồng hứa cưới thề nguуện trọn đời sửa túi nâng khăn quen mấу chục mùa trăng vậу mấу bật đèn xanh ngập ngừng ấp a ấp úng lúng túng thấу thương mãi vấn vương ấу hò ới hò cánh đồng thơm chín nhánh sông cửu long tim thích ѕao chàng nhích lặng thinh hò ới hò mùa gặt câу lúa trĩu lưu luуến thương tiếng mai má trầu cau trai cưới gái ngoan xinh tươi đừng nuốt bé cưng ta ha nôn đi trời quen thiệt cưới xâу tương lai ngàу mai ngàу vun đắp lo ta tràn ngập tiếng cười bón phân vườn hoa ta hoà nhịp điệu dân ca hạnh phúc hò rạng ngời đôi ta bón phân vườn hoa ta hoà nhịp điệu dân ca cưới hò rạng ngời đôi ta,vui
một năm đã qua,đoạn đường đi khó tả vui tiếc nuối chút bâng khuâng bao trùm đất trời ghé trẻ thơ reo mừng già cười đời ngắn ngủi cảm xúc vui buồn trộn lẫn tâm tư xuyến xao thét gào thở phào nôn nao ngàn cảm ơn đôi môi cảm ơn đời cám ơn tình cảm ơn bao dung lỗi lỗi an yên lỗi muộn phiền ngẫm lỗi thân đoạn đường đi khó tả vui tiếc nuối chút bâng khuâng bao trùm đất trời ghé trẻ thơ reo mừng già cười đời ngắn ngủi cảm xúc vui buồn trộn lẫn tâm tư xuyến xao thét gào thở phào nôn nao ngàn cảm ơn đôi môi cảm ơn đời cám ơn tình cảm ơn bao dung lỗi lỗi an yên lỗi muộn phiền ngẫm lỗi thân ngàn cảm ơn đôi môi cảm ơn đời cám ơn tình cảm ơn bao dung muộn phiền cũ tất đi gửi tươi môi khẽ mỉm cười đời vui,vui
múa vui,múa xung quanh vòng múa vui múa xung quanh vòng vui múa nắm bắt vui vui múa ca nắm bắt vui vui múa đèu,vui
Chị Ong Nâu Và Em Bé,ong nâu nâu nâu nâu bay đi đi gà trống gáy mặt trời dậy cành hoa bay bé ngoan hôm trời nắng tươi bay đi nhuỵ mật ong nuôi đời bố mẹ chăm lười trời xanh xanh xanh xanh ong bay bay hoa nở cánh thắm đi mật trĩu ong nghiêng đôi cánh chào hoa bé nghoan hôm trời nắng tươi bay đi nhuỵ mật ong nuôi đời bố mẹ chăm lười,vui
bartender,thần chết thiên đường cứu rỗi sống đời sạch đời phim hồi kết đầu thai đầu thai mãi sao dừng chân chốn thoát thân sao khó hạnh phúc đơn hay thằng say ôi điên rồ vô nghĩa tình yêu dắt ta ly rượu cay đêm hằng đêm hắn cố quên đi tình yêu rất sống đời đi thương hại ta đêm trường chén nồng what goes around comes around ta gieo gió bão bây sám hối tội tai what goes around comes around ta gieo gió gặt bão bây sám hối tội tai nghiệp báo đường tử tế sao cá nuốt cá bé bạc vôi chết chôn thằng say thần thánh trời chúa phút an lành chén nồng what goes around comes around ta gieo gió gặt bão bây sám hối tội tai what goes around comes around ta gieo gió gặt bão bây sám hối tội tai what goes around comes around ta gieo gió gặt bão what goes around comes around ta gieo gió gặt bão what goes around comes around ta gieo gió gặt bão what goes around comes around ta gieo gió gặt bão what goes around comes around ta gieo gió gặt bão what goes around comes around ta gieo gió gặt bão what goes around comes around ta gieo gió gặt bão what goes around comes around ta gieo gió gieo gió gặt,vui
Nơi Đảo Xa,biển đảo mảnh đất quê ta đại dương tình thương quê trường sa kia hoàng sa ngàn bão tố phong lướt sóng tầu tín hiệu đất liền mắt tàu đi mãi biển khơi nở rộ ngàn hoa san hô cánh hoa đỏ thắm bao hy vọng gửi tặng ánh mắt yêu biển xanh trời xanh nắng dáng hình mùa gặt đôi vai sóng ru tình đời thuỷ thủ vui tầu khơi tầu khơi vầng trăng biển vầng trăng đảo vẳng tiếng ngân nga ru ta bao ca quê trường sa kia hoàng sa quần đảo đứng hiên ngang thiên hùng ca ngời tầu quen sóng quen gió biển da màu nắng tươi giòn ánh thép cánh chim hải âu bốn mùa vui khơi cánh hoa biển trắng kỷ niệm gửi tặng súng khoác vai trăng đầu núi soi hình đứng nhắn đất liền cánh buồm chở yêu sóng ru tình đời thuỷ thủ yêu tầu khơi tầu khơi,vui
Mùa Xuân Bên Nhau,giêng mai nở thềm mùa xuân hóa thành tình gọi quyến luyến đón xuân gia đình hàn huyên quyện hương khói đất trời thiêng liêng mấy nho hát nhạc xanh mơ lành gọi tình yêu mau chấp cánh lễ tơ hồng cau trầu mâm đám cưới đẹp mùa xuân chúc an khang thịnh vượng phát tài giêng mơ ước hoài đón xuân vui nâng chén rượu quên vất vả ngược xuôi ngắm hoa mai nở sắc khoe vàng tươi đời vui đôi môi nụ cười mùa xuân thơ rót tràn uống mừng cạn ly ước mong xuân đừng đi,vui
My City,giai điệu vang tai viết thả cảm xúc mic khan tiếng ưu phiền vai tan biến tương lai mai thăng tiến tụi xàm đọc beat nhảy sàn kiếm toàn tiền tao nổi nàng tàn trở thành đàn rời quê hương đi thành công phố thị đất chật đông gốc nông trải bao đêm lạnh đông chẳng đợi mong đứng đi đôi chân siềng gông trận bóng lập công cố cố kim tường bóng đêm chút men nóng uống viết câu ca giai điệu vang tai viết thả cảm xúc mic khan tiếng ưu phiền vai tan biến tương lai mai thăng tiến bụi bám da chẳng đổi thay life like a game t around me tao khát khao bao nhiêu mau đi baby don t talking about me cảm xúc tao êm tâm tư thềm âm nhạc món đi bếp dòng đời uốn nếp rẫy khó khăn tao đường kết sao cảm ơn đấng sinh tao sống chân giả mong thù hận kia trôi mau is my family keep it lowkey with my homies lướt quanh city fishe đôi nike vững tâm lí đường đi shout out for my city shout out for my mama my dad and my g for love and peace bụi bám da,vui
Bài Ca Người Thanh Niên Tình Nguyện Chống Dịch,muôn niên tình nguyện đảng toàn quân nhân dân ta đẩy lùi covid đại dịch corona khó niên tình nguyện chống dịch ta quản đi khuya mặt trận chống dịch bệnh nhân thân ta quyết chí đồng nở nụ cười môi sống tươi vui bao thơ bao mẹ già vơi đi nỗi lo đất trở yên lành ấm êm hào thay niên tình nguyện chống dịch ta ngân vang mãi hùng ca ta yêu sao đất nở hoa,vui
Chúc Tết Đi Sẽ Có Lì Xì,xuân mơn man ấm áp ngập tràn phố phường trở yêu thương mong đôi nắm chặt đón nắng xuân hôm trời đất xuân yên vui ríu rít đàn thơ đi mong phúc lộc nguyện cầu hạnh phúc khắp chốn phố xá đông vui nhộn nhịp sắm tết mau mau kịp đón tết đứa cháu thơ canh nồi bánh tết trông giao thừa mươi giây rộn ràng ngóng pháo hoa chúc tết đi lì xì chúc tết đi xuan mon man am ap ngap tran phuong dang noi hay tro ve cung yeu thuong rieng mong van giu doi nam chat cung don nang xuan ve day hom cung troi dat xuan yen vui riu rit tung dan tho di ben mong nam day phuc loc cung nguyen cau nam se hanh phuc khap chon dong vui nhon nhip sam tet mau mau de kip don tet dua chau tho dang canh noi banh tet giao thua muoi cu moi giay ron rang ngong phao hoa chuc tet di se co li xi chuc tet di,vui
Tết Là Đây Chứ Đâu,tết newsfeed rộn ràng clip múa lân status mừng xuân ôi mùa xuân vui hình sao bận bố gọi phone chúc xuân đồng nghiệp bao lì xì chúc tết vui điện thoại xuân trượt nhiên sai sai tết tết kiếm tết bánh quà rất giòn xoay tròn bố mẹ đông vui hay tết tết tết tết tết tết tết tết vui vui cháu chi ngại tết vui sao tết tết tết tết giòn tan tiếng cười tết tết tết tết mười đi mây tết ta vui lây tết gắn kết vui vui rôm rả giọng cười to sót tết thú vui niềm vui gia đình tết giá núi tiền tết tết bè mời bánh trà nhai nhai bố rất ngầu lân trống sắc màu lai rai bố vui mẹ vui mẹ vui vui vui vui vui vui vui vui vui tết tết tết kiếm tết bánh quà rất giòn xoay tròn bố mẹ đông vui hay tết tết tết tết tết tết tết tết vui vui cháu chi ngại tết vui sao tết tết tết tết giòn tan tiếng cười tết tết tết tết mười đi mây tết ta vui lây tết tết tết vui vui vui tết tết tết vui vui vui vui gia đình tết tết tết tết tết tết tết tết vui vui cháu chi ngại tết vui sao tết tết tết tết giòn tan tiếng cười tết tết tết tết mười đi mây tết ta vui lây đi mây tết ta vui lây,vui
Hãy Cùng Tôi,tiếng ca mòn tình yêu rêu bám xanh rì ta hay ta đời yêu ta trăm phi lý tỉnh giấc ngậm ngùi buồn chân tơ loài gọi khẽ quên yêu vầng trăng yêu đêm trường trăng khuyết hay trăng tròn tình yêu ta khô dần ham dập tắt tư sống mọc sầu loang thơ ấu gian đi bây sầu mắc muôn ôi ước mơ trôi dấu yêu mắt ta cay niềm đau dày ấu thời,vui
lò vi sóng,vắng khuya cơm nguội cá khô chan canh xong giá đêm bữa ta thể ngắm cười vui ước ao rất thần kì mua ấm no vi sóng hờn trách mặt lầm lì ước mong ta ấm êm lò vi sóng yêu thương trở lò vi sóng cướp đi bao bộn bề lò vi sóng khất đi thề mai thời gian nợ chút hơi ấm gian vơi đi phiền muộn chút hơi ấm lau bớt má đi sầu tuôn chút hơi ấm bao trái tim nguội lạnh chút hơi ấm tâm hồn mỏng manh gió tiếng thầm đêm ngóng trông yêu dấu sao bữa cơm to tiếng giận hờn ta dần lạ hay bữa cơm nóng canh chẳng hay râu tôm nấu ruột bầu ước mong vi sóng thần kì ước mong ta ấm êm lò vi sóng yêu thương trở lò vi sóng cướp đi bao bộn bề lò vi sóng khất đi thề mai thời gian nợ chút hơi ấm gian vơi đi phiền muộn chút hơi ấm lau bớt má đi sầu tuôn chút hơi ấm bao trái tim nguội lạnh chút hơi ấm tâm hồn mỏng manh mãi lặng lẽ ngỡ lò vi sóng thay đổi đôi ta đi cố gắng bao nhiêu thể hàn gắn tình yêu lò vi sóng yêu thương trở lò vi sóng cướp đi bao bộn bề lò vi sóng khất đi thề mai thời gian nợ chút hơi ấm gian vơi đi phiền muộn chút hơi ấm lau bớt má đi sầu tuôn chút hơi ấm bao trái tim nguội lạnh chút hơi ấm tâm hồn mỏng manh,vui
muộn rồi mà sao còn,muộn sao trần nằm trằn trọc mai ôm tương tư nụ cười tim ngô nghê khóc òa vắt trán mơ mộng đứng nắng xuân hồng trôi trôi kéo ưu phiền miên man âm thầm gieo vẽ hi vọng yêu hơi phí loanh quanh loanh quanh loanh quanh lật lật sao tâm giao lắng luyên thuyên tình đầu đẹp tựa chiêm bao ngào si mê nhường văn thơ dạt bụng đói vui quên cồn cào nắm đôi kiêu sa ta tim đập tung rung rung hóa yêu đơn phương hóa tơ vương đêm cười ôm đi ôm đi ôm đi ôm đi ôm mơ mơ mơ mơ vui điên ngỡ chắp bút đôi câu thơ ngào ôm đi ôm đi ôm đi ôm đi ôm giấc mơ mơ mơ mơ yêu phát điên sao đêm ngủ kê tủ miên man tranh thủ suy tư bao nhiêu yêu ngu ngơ yêu quan tâm trôi yêu ánh mắt bờ môi yêu đơn phương chối tim thẹn thùng đập lạc lối liên hồi đừng chày cối miệng cười chết toi tình yêu nắm đôi bàn du dương chìm sâu câu ca dịu êm sao tâm giao lắng luyên thuyên tình đầu đẹp tựa chiêm bao ngào si mê nhường văn thơ dạt bụng đói vui quên cồn cào nắm đôi kiêu sa ta tim đập tung rung rung hóa yêu đơn phương hóa tơ vương đêm cười ôm đi ôm đi ôm đi ôm đi ôm mơ mơ mơ mơ vui điên ngỡ chắp bút đôi câu thơ ngào ôm đi ôm đi ôm đi ôm đi ôm giấc mơ mơ mơ mơ yêu phát điên sao xinh thiên thần thiên thần thiên thần ngỡ thiên thần xinh thiên thần thiên thần xinh thiên thần thiên thần thiên thần ngỡ thiên thần ngỡ ngỡ ngỡ ngỡ ngỡ ôm đi ôm đi ôm đi ôm đi ôm mơ mơ mơ mơ vui điên ngỡ chắp bút đôi câu thơ ngào ôm đi ôm đi ôm đi ôm đi ôm giấc mơ mơ mơ mơ yêu phát điên sao,vui
Ta Cùng Làm - Tết Càng Lớn,xuân én hẹn mùa tết kế ta xôn xao thân quen áo sửa soạn đẹp thân hay phố mua sắm thân cố gắng trưởng thành chín chắn may mắn sốt sắng tung lăn tăn thời gian ta gia đình phụ giúp tích cực hôm thời tiết lành đào mai rực rỡ cành ta đi chợ sắm mua chút quà kẹo mứt tết tết tết tết tết đi đôi câu dọn dẹp trẻ thành ta tết xưa hân hoan say sưa sum họp thước phim vui quây quần phụ mẹ gói bánh yêu đương xuân xanh bật tivi đi ngân nga karaoke phong lì xì hào tặng mẹ nha chụp ảnh lung linh gia đình selfie xinh xinh tiết trời mùa ôi bé mèo nằm kêu meo meo meo bật tivi tcl xuân hát ngân nga mừng chào tết chào tết rộn ràng tết hân hoan tết khắp trang hoàng đón tết mai vàng đón tết đón tết tết khôn phụ mẹ muối dưa kiệu phụ mua quà biếu thân tết tết tết tết tết trọn sum họp tình thân tết ta tết xưa hân hoan say sưa sum họp thước phim vui quây quần phụ mẹ gói bánh yêu đương xuân xanh bật tivi đi ngân nga karaoke phong lì xì hào tặng mẹ nha chụp ảnh lung linh gia đình selfie xinh xinh tiết trời mùa ôi bé mèo nằm kêu meo meo meo bật tivi tcl xuân hát ngân nga mừng chào tết chào tết rộn ràng tết hân hoan tết khắp trang hoàng đón tết mai vàng đón tết đón tết tết,vui
Ngày trong xanh,hôm quên âu lo đi vi vu chuyến xe xanh màu đi ta màu sắc quê hương ngắm quanh đường màu xanh ru câu hát câu hò thương khung kính chân đồng bão giông hòa nụ cười đông ánh mắt ân chông gai đồng tận tâm viết nốt xanh đời màu xanh hy vọng màu xanh khắp cung đường trái tim rung động màu xanh giấc mộng nắng đời chắn giông bão tình màu xanh i know you màu xanh cười sưởi ấm bao tâm hồn màu xanh chữa lành vết xước đồng hành đi đường masterd gọi lộn chạy nhầm chỗ giải ngố loanh quanh lục phố dặn cố ném bớt âu lo siết chặt lắng lo che nắng mưa nỗi sầu suy tư playlist yêu màu xanh nối tiếp câu ta radio đừng vội vàng đi đường sao ta xanh xanh trái tim bình phương ta bao nhiêu yêu xung quanh ta món quà bầu trời nở hoa quý giá chẳng đợi chờ xe đi khắp bốn phương trời gọi xanh màu xanh hy vọng màu xanh khắp cung đường trái tim rung động màu xanh giấc mộng nắng đời chắn giông bão tình màu xanh i know you màu xanh cười sưởi ấm bao tâm hồn màu xanh chữa lành vết xước đồng hành đi đường màu xanh hy vọng màu xanh khắp cung đường trái tim rung động màu xanh giấc mộng nắng đời chắn giông bão tình màu xanh i know you màu xanh cười sưởi ấm bao tâm hồn màu xanh chữa lành vết xước đồng hành đi đường màu xanh hy vọng màu xanh khắp cung đường màu xanh hy vọng màu xanh khắp cung đường,vui
"Nhắm mắt, bật nhạc, tắt phone",nhắm mắt ném đi nỗi buồn vương bận mấy nâng buông nhẹ nhàng lướt kí ức đôi ta trôi khóc nốt nốt đêm tâm trí nhẹ tựa lông hồng nhấc thân đi váy đẹp chẳng động nhấc son soi gương dặm tô bờ môi phai nhạt ác mộng hay giấc mơ chẳng quan trọng tỉnh giấc phòng trống chẳng tiếc nuối nhắm mắt ném đi nỗi buồn vương bận mấy nâng buông nhẹ nhàng lướt kí ức đôi ta trôi khóc nốt nốt đêm bật nhạc tắt phone đi giũ giũ giũ nỗi buồn đi giũ giũ giũ cũ giũ suy tư bật nhạc tắt phone đi giũ giũ giũ nỗi buồn đi giũ giũ giũ cũ giũ suy tư tâm trí nhẹ tựa lông hồng xóa đi xóa nhắn bao đọc đi đọc tối khép đôi mi màn đêm nhiên ác mộng hay giấc mơ chẳng quan trọng tỉnh giấc phòng trống chẳng tiếc nuối nhắm mắt ném đi nỗi buồn vương bận mấy nâng buông nhẹ nhàng lướt kí ức đôi ta trôi khóc nốt nốt đêm bật nhạc tắt phone đi giũ bật nhạc tắt phone đi giũ bật nhạc tắt phone đi giũ giũ giũ nỗi buồn đi giũ giũ giũ cũ giũ suy tư bật nhạc tắt phone đi giũ giũ giũ nỗi buồn đi giũ giũ giũ cũ giũ suy tư tâm trí nhẹ tựa lông hồng tâm trí nhẹ tựa lông hồng tâm trí nhẹ tựa lông hồng,vui
nắng vui càng vui,biển gọi mời nắng xanh vô tư làn da trắng xinh gió mây da sợ nắng nắng vui vui vui ta tung biển xanh bình ngàn ánh nắng gọi mời nhấp nhô đường cong bao đợt sóng xô bờ cát đua hòa ca làn mây gió tít chân trời nụ cười xinh nở môi yêu dường chẳng thể quên chạm nụ hôn khẽ dịu êm trao tim rộn ràng ngất ngây biển gọi mời nắng xanh vô tư làn da trắng xinh gió mây da sợ nắng nắng vui vui hey hát hey múa hey mùa hè ta oh oh oh oh hey hát hey múa hey mùa hè ta vui ta tung biển xanh bình ngàn ánh nắng gọi mời nhấp nhô đường cong bao đợt sóng xô bờ cát đua hòa ca làn mây gió tít chân trời nụ cười xinh nở môi yêu dường chẳng thể quên chạm nụ hôn khẽ dịu êm trao tim rộn ràng ngất ngây biển gọi mời nắng xanh vô tư làn da trắng xinh gió mây da sợ nắng nắng vui vui,vui
treasure,vui phút tan đêm đừng lo mai hay thời gian buông ta chậm chút kỷ niệm phai ánh nắng đi lang thang chân ta say đắm lan man hình trao xuân góc đường bụi bặm ngừng chạy lo toan mái tóc đừng vội xám ta đôi nốt lắng hoàng hôn buông dần màn đêm sắc màu đen nhuốm gian tan bỡ ngỡ cause these moments are my treasure baby it s all my treasure cause these moments are my treasure baby it s all my treasure cause these moments are my treasure baby it s all my treasure cause these moments are my treasure baby it s all my treasure hạnh phúc mê mệt kiếm đời vòng mơ yên bình nằm lim dim ta lặng đời ca hát ta dịu êm đem nhịp tim pha thành tiếng nhạc bao phiền lo biến tan cõi thần tiên ta đi trăm ta ghé thiết tha câu mái bao hàng ngả bóng già trôi ta dường món quà camera chờ sẵn đón khoảnh khắc ta cầm ngắm nhạt phai ta đem rương kỉ niệm chặng đường đời ta đôi chút vọng tiếng khẽ văng vẳng tai ta sống mãi phí hoài giấy tồn ta ôm trọn gom thành kho kí ức đong cause these moments are my treasure baby it s all my treasure cause these moments are my treasure baby it s all my treasure cause these moments are my treasure baby it s all my treasure cause these moments are my treasure baby it s all my treasure,vui
Vegeta,bluebby yeah ngán tao xứng ngón thằng chán yeah tao hoàn thành nhiệm vụ my gang tụi mày yeah dự án yeah tao mua mấy thằng đoán yeah tao ngán x yeah nguyên team sipping on lean yeah yeah nốc codein yeah lets go phim phong thái phim yeah lets go lướt đi nguyên team lướt đi nguyên team xn yeah ngán tao xứng ngón thằng chán yeah tao hoàn thành nhiệm vụ my gang tụi mày yeah dự án yeah tao mua mấy thằng đoán yeah tao ngán x,vui
Pickleball,hẹn pickleball ta vờn pickleball vợt hông đập banh đập banh ta pickleball pickleball vợt tiếp banh high and low ta pickleball bao nhiêu nhắc dàng tia tia trái banh thua game rời lơ chân kiềm chế thua nằm thua ganh đua focus tâm trí thắng liền tham lam lùi chút chút lùi chạm lùi sâu hẹn pickleball ta vờn pickleball vợt hông đập banh đập banh ta pickleball pickleball vợt tiếp banh high and low ta pickleball pick it up pick it up pick it up your ball aim at me now take that smack that holla back at me you came for it let me hit you back bang bang bang bang bang bang bang it sounds really bad better look up or i will catch up and sheesh thua ganh đua focus tâm trí thắng liền tham lam lùi chút chút lùi chạm lùi sâu hẹn pickleball ta vờn pickleball vợt hông đập banh đập banh ta pickleball pickleball vợt tiếp banh high and low ta pickleball xong đi ta pickleball xong ta pickleball xong đi ta pickleball xong ta pickleball xong,vui
Mambo Nồng Say,corazón de melao melao melao melao corazón de melao melao melao melao corazón de melao melao melao melao corazón de melao melao melao melao say sưa khiêu vũ điệu vui mambo đắm đuối ta ca ta hát đêm ngào tuyệt vời yêu trao nụ hôn nồng cháy điệu mambo sao hay oh oh ngất ngây corazón de melao melao melao melao corazón de melao melao melao melao corazón de melao melao melao melao corazón de melao melao melao melao rượu say trao uống tình nuối tiếc thời gian ôi sao tình yêu ngao mặn nồng yêu trao nụ hôn nồng cháy điệu mambo sao hay oh oh ngất ngây corazón de melao melao melao melao corazón de melao melao melao melao corazón de melao melao melao melao corazón de melao melao melao melao,vui
